train_contrastive_step,train_kl_step,train_latent_step,train_loss_step,train_recons_step,epoch,step,val_contrastive_step,val_kl_step,val_latent_step,val_loss_step,val_recons_step,val_contrastive_epoch,val_kl_epoch,val_latent_epoch,val_loss_epoch,val_recons_epoch,val_m2t/MedR_epoch,val_m2t/R01_epoch,val_m2t/R02_epoch,val_m2t/R03_epoch,val_m2t/R05_epoch,val_m2t/R10_epoch,val_m2t/len_epoch,val_t2m/MedR_epoch,val_t2m/R01_epoch,val_t2m/R02_epoch,val_t2m/R03_epoch,val_t2m/R05_epoch,val_t2m/R10_epoch,val_t2m/len_epoch,train_contrastive_epoch,train_kl_epoch,train_latent_epoch,train_loss_epoch,train_recons_epoch
3.518209934234619,5.983895301818848,1.1980819702148438,0.7435175776481628,0.3916247487068176,0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.4247732162475586,7.611045837402344,1.2526030540466309,0.8027859330177307,0.46021997928619385,0,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.074906826019287,6.460723400115967,1.190822720527649,0.8384779691696167,0.5309107303619385,0,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.64625883102417,5.111082553863525,1.093874454498291,0.7254761457443237,0.4607882499694824,0,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8508529663085938,5.297886848449707,1.1221257448196411,0.6443051099777222,0.3591555655002594,0,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3632144927978516,4.720188140869141,1.0774638652801514,0.6852452158927917,0.44886577129364014,0,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3884472846984863,5.250585556030273,1.1015002727508545,0.6421428918838501,0.403234601020813,0,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1592888832092285,5.136391639709473,1.0680768489837646,0.7240793108940125,0.5080883502960205,0,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.277494192123413,5.234140396118164,1.088794231414795,0.6242532730102539,0.39644065499305725,0,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5705161094665527,7.429287910461426,1.0947242975234985,0.6324391961097717,0.37530234456062317,0,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.42315673828125,6.578950881958008,1.0732207298278809,0.6034203767776489,0.36102819442749023,0,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.169370651245117,7.752748489379883,1.0598549842834473,0.7255774140357971,0.5085521936416626,0,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.319502353668213,7.3058695793151855,1.0451632738113403,0.5460294485092163,0.31399571895599365,0,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,2.2684128284454346,8.225326538085938,1.057499647140503,0.6305075287818909,0.4035733938217163,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,2.223975658416748,8.99662971496582,1.054309606552124,0.7795588374137878,0.5570607781410217,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,1.9843610525131226,7.566067695617676,1.0302972793579102,0.5407435894012451,0.3422214686870575,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,2.234452962875366,11.112936019897461,1.063976526260376,0.6068914532661438,0.38332438468933105,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,2.108182668685913,8.085111618041992,1.0597808361053467,0.563075602054596,0.3521658778190613,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,2.127638339996338,8.026165008544922,1.0555320978164673,0.6942209601402283,0.4813663363456726,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6,2.100269079208374,7.977378845214844,1.0472909212112427,0.6296864151954651,0.4195692837238312,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,7,1.9629502296447754,9.88790512084961,1.0349843502044678,0.6940897703170776,0.4976855516433716,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,8,2.269023895263672,10.153532981872559,1.0638017654418945,0.632420539855957,0.40540599822998047,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,9,2.2107834815979004,9.010038375854492,1.0543859004974365,0.6651901006698608,0.4440111219882965,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,10,2.4662914276123047,7.789345741271973,1.0783439874649048,0.640201210975647,0.39348334074020386,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11,2.1575775146484375,9.027573585510254,1.0602974891662598,0.48965179920196533,0.27379316091537476,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12,2.230977773666382,8.131525993347168,1.0496571063995361,0.7137179970741272,0.490528404712677,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13,1.9781432151794434,7.736026763916016,1.036978840827942,0.5671395063400269,0.3692374527454376,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14,1.9715509414672852,7.255954742431641,1.0248591899871826,0.7206133008003235,0.523375391960144,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,15,2.3798880577087402,7.536455154418945,1.0509371757507324,0.8578574657440186,0.6197828054428101,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,16,2.228527307510376,8.043874740600586,1.0432559251785278,0.6536210775375366,0.43067747354507446,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,17,2.059378147125244,8.561578750610352,1.0357815027236938,0.6080315709114075,0.40199774503707886,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,18,2.109668254852295,9.847301483154297,1.0484910011291504,0.6478824615478516,0.43680667877197266,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,19,2.2455146312713623,9.808294296264648,1.063293218612671,0.7407211065292358,0.5160609483718872,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,20,2.1010379791259766,7.530896186828613,1.0246731042861938,0.6191734671592712,0.40898412466049194,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,21,2.155670166015625,8.245299339294434,1.0571503639221191,0.5495212078094482,0.33386117219924927,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,22,2.175492286682129,7.755593299865723,1.0560165643692017,0.7470059394836426,0.5293685793876648,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,23,2.031911849975586,8.537789344787598,1.0408203601837158,0.6625226736068726,0.45923569798469543,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,24,2.4049618244171143,10.160396575927734,1.0870039463043213,0.5621962547302246,0.32158762216567993,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,25,2.149441719055176,9.035904884338379,1.0629215240478516,0.5893480181694031,0.37430283427238464,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,26,1.9567890167236328,6.9241204261779785,1.0320059061050415,0.6422446370124817,0.4464861750602722,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,27,2.1180410385131836,8.061248779296875,1.067988395690918,0.5969959497451782,0.3851005434989929,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,28,1.8854644298553467,8.052462577819824,1.052363395690918,0.6579297780990601,0.4692922830581665,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,29,2.2362871170043945,11.516825675964355,1.0555037260055542,0.7239952087402344,0.5002408027648926,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,30,2.207653522491455,9.497259140014648,1.0540051460266113,0.7089089155197144,0.48803800344467163,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,31,2.3132095336914062,7.832767486572266,1.0700773000717163,0.6110612154006958,0.3796512186527252,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,32,2.414874315261841,9.82410717010498,1.0765304565429688,0.5367396473884583,0.2951432466506958,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,33,2.1931395530700684,7.659924030303955,1.0438761711120605,0.6049479842185974,0.3855469822883606,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,34,1.9514820575714111,7.159081935882568,1.0292444229125977,0.6247078776359558,0.4294777810573578,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,35,2.1204781532287598,7.502001762390137,1.0445137023925781,0.6550663709640503,0.4429330825805664,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,36,2.2864086627960205,7.580916881561279,1.0438048839569092,0.9145756959915161,0.685848593711853,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,37,2.1460866928100586,7.801204204559326,1.0536398887634277,0.6044079661369324,0.3897107243537903,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,38,2.1441712379455566,7.234853744506836,1.0035240650177002,0.6653517484664917,0.4508521854877472,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,39,2.0556650161743164,9.001062393188477,1.0289026498794556,0.6422156691551208,0.4365488886833191,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,40,2.2165818214416504,9.158895492553711,1.0820636749267578,0.7002134323120117,0.4784528613090515,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,41,2.3566269874572754,9.231539726257324,1.066882610321045,0.6642614006996155,0.42849570512771606,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,42,1.6952290534973145,7.708529472351074,1.030758261680603,0.5771154761314392,0.4075051546096802,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,685,,,,,,2.1569700241088867,8.511452674865723,1.0507680177688599,0.6501063704490662,0.4343138039112091,63.0,2.049999952316284,4.239999771118164,5.849999904632568,9.279999732971191,15.569999694824219,1368.0,57.5,1.2400000095367432,3.7300000190734863,5.260000228881836,8.550000190734863,14.6899995803833,1368.0,,,,,
,,,,,0,685,,,,,,,,,,,,,,,,,,,,,,,,,2.6553871631622314,6.221970081329346,1.126686453819275,0.7152736783027649,0.4496610164642334
2.1622252464294434,9.732803344726562,1.0428740978240967,0.5673580169677734,0.3510277271270752,1,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3229355812072754,9.915170669555664,1.0899364948272705,0.7263160943984985,0.4939124584197998,1,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.056666851043701,18.173551559448242,1.0416194200515747,0.6331171989440918,0.42725831270217896,1,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3726515769958496,19.119356155395508,1.0781491994857788,0.675064206123352,0.4375970959663391,1,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.37758731842041,17.61354637145996,1.0478452444076538,0.5964564085006714,0.3585110604763031,1,899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8880987167358398,17.31280517578125,1.0136644840240479,0.5858718156814575,0.396878719329834,1,949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.851356863975525,25.152925491333008,1.0041134357452393,0.5335280895233154,0.34813085198402405,1,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9313735961914062,25.20451545715332,1.0138614177703857,0.5369005799293518,0.3435010313987732,1,1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0561416149139404,46.295623779296875,1.022752046585083,0.6087926626205444,0.4027053117752075,1,1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8320660591125488,27.546627044677734,1.0107802152633667,0.5503303408622742,0.36683815717697144,1,1149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6871669292449951,34.45519256591797,0.9941359162330627,0.5950130820274353,0.4259418845176697,1,1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1715850830078125,42.33881759643555,1.0338407754898071,0.6737782955169678,0.45618605613708496,1,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9607081413269043,32.984230041503906,1.0088552236557007,0.7225416898727417,0.5261309146881104,1,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
